Soil Temperature,N,P,K,Moisture,Humidity,Ambient Temperature
22.2,213,37,52,105,46.2,27.2
22.2,213,37,52,105,45.9,27.2
22.1,213,37,52,105,46.1,27.1
22.2,212,37,52,105,46.6,27.2
22.1,212,37,52,105,47.2,27.1
22.1,213,37,52,105,47.1,27.1
22,212,37,52,105,48,27
22,210,37,52,105,47.6,27
21.9,211,37,52,105,47.5,26.9
21.9,210,37,52,105,47,26.9
21.9,211,37,52,105,47.9,26.9
21.9,210,37,52,105,47.7,26.9
21.9,210,37,52,105,47,26.9
21.9,204,37,52,105,47.3,26.9
21.9,206,37,52,105,47.2,26.9
21.9,203,37,52,105,46.9,26.9
22,206,37,52,105,47,27
22,203,37,52,105,46.7,27
22,202,37,52,105,47.3,27
21.9,206,37,52,105,46.5,26.9
21.9,206,37,52,105,47.8,26.9
21.9,206,37,52,105,47.3,26.9
21.9,205,37,52,105,47.5,26.9
21.8,205,37,52,105,47.7,26.8
21.8,206,37,52,105,47.8,26.8
21.8,206,37,52,105,48.3,26.8
21.7,205,37,52,105,48.8,26.7
21.7,205,37,52,105,47.9,26.7
21.7,206,37,52,105,48,26.7
21.7,206,37,52,105,47.7,26.7
21.7,206,37,52,105,48.7,26.7
21.7,206,37,52,105,48.7,26.7
21.7,206,37,52,105,48.8,26.7
21.6,204,37,52,105,49,26.6
21.6,207,37,52,105,49.1,26.6
21.6,204,37,52,105,48.9,26.6
21.6,207,37,52,105,48.9,26.6
21.5,208,37,52,105,49.6,26.5
21.4,208,37,52,105,50.1,26.4
21.4,207,37,52,104,49.8,26.4
21.3,208,37,52,105,50.5,26.3
21.3,208,37,52,105,50.7,26.3
21.2,207,37,52,105,51.5,26.2
21.2,207,37,52,105,51,26.2
21.1,207,37,52,105,50.8,26.1
21.1,206,37,52,105,51,26.1
21.1,206,37,52,104,50.8,26.1
21,208,37,52,105,50.3,26
21.1,206,37,52,105,51.7,26.1
21,206,37,52,105,50.6,26
21,206,37,52,104,51.8,26
21,206,37,52,105,51.4,26
20.9,207,37,52,105,51.9,25.9
20.9,206,37,52,105,52.6,25.9
20.8,207,37,52,104,52.4,25.8
20.8,207,37,52,105,53,25.8
20.8,206,37,52,105,51.5,25.8
20.8,207,37,52,105,50.9,25.8
20.8,206,37,52,105,50.3,25.8
20.8,207,37,52,105,49.8,25.8
21,203,37,52,105,49.4,26
21,207,37,52,104,49.3,26
21.1,205,37,52,104,49.1,26.1
21.2,206,37,52,104,49,26.2
21.2,206,37,52,104,49.3,26.2
21.2,206,37,52,104,49.5,26.2
21.2,206,37,52,104,49.5,26.2
21.1,206,37,52,104,49.1,26.1
21.1,206,37,52,104,49.4,26.1
21.1,206,37,52,104,49.5,26.1
21.1,206,37,52,104,49.2,26.1
21,200,37,52,104,49.9,26
21,205,37,52,104,49.9,26
20.9,206,37,52,104,50.5,25.9
20.9,205,37,52,104,50.8,25.9
20.8,206,37,52,104,50.9,25.8
20.8,206,37,52,104,52.5,25.8
20.6,206,37,52,104,53.2,25.6
20.5,206,37,52,104,54.8,25.5
20.4,206,37,52,104,55.1,25.4
20.3,206,37,52,104,53.8,25.3
20.3,206,37,52,104,53.3,25.3
20.3,207,37,52,104,53.9,25.3
20.2,206,37,52,104,54.4,25.2
20.2,206,37,52,104,55.1,25.2
20.1,206,37,52,104,55.9,25.1
20.1,206,37,52,104,56.2,25.1
20,205,37,52,104,55.3,25
20,207,37,52,104,53.5,25
20.1,206,37,52,104,52.9,25.1
20.2,206,37,52,104,52.3,25.2
20.3,206,37,52,104,51.7,25.3
20.4,206,37,52,104,51.4,25.4
20.5,206,37,52,104,50.5,25.5
20.7,207,37,52,104,50.1,25.7
20.8,205,37,52,104,49.9,25.8
20.9,206,37,52,104,49.8,25.9
21,206,37,52,104,49.3,26
21,206,37,52,104,49.7,26
20.9,206,37,52,104,49.9,25.9
20.9,206,37,52,104,49.6,25.9
20.9,207,37,52,104,49.8,25.9
20.8,206,37,52,104,50,25.8
20.8,206,37,52,104,51,25.8
20.6,207,37,52,104,51,25.6
20.5,206,37,52,104,50.3,25.5
20.5,206,37,52,104,50.1,25.5
20.5,206,37,52,104,50.6,25.5
20.5,207,37,52,104,50.4,25.5
20.5,206,37,52,104,51,25.5
20.5,206,37,52,104,50.9,25.5
20.5,206,37,52,104,50.8,25.5
20.5,206,37,52,104,50.7,25.5
20.5,208,37,52,104,50.5,25.5
20.5,206,37,52,104,50.6,25.5
20.5,207,37,52,104,50.2,25.5
20.5,208,37,52,104,50.1,25.5
20.6,208,37,52,104,50.1,25.6
20.6,211,37,52,104,50.4,25.6
20.6,211,37,52,103,50.2,25.6
20.6,211,37,52,104,50.3,25.6
20.6,211,37,52,104,50.1,25.6
20.6,212,37,52,104,50.3,25.6
20.5,212,37,52,103,50.2,25.5
20.6,212,37,52,104,50.5,25.6
20.5,212,37,51,104,51,25.5
20.5,212,37,52,104,51.1,25.5
20.4,212,37,52,104,50.8,25.4
20.3,212,37,52,104,50.9,25.3
20.3,212,37,52,104,50.9,25.3
20.3,210,37,52,104,50.8,25.3
20.3,212,37,52,104,50.3,25.3
20.4,212,37,52,104,50.2,25.4
20.5,213,37,52,103,50.2,25.5
20.5,212,37,51,103,50.5,25.5
20.5,212,37,52,104,50.5,25.5
20.5,214,37,51,103,50.4,25.5
20.5,214,37,52,103,50.1,25.5
20.5,213,37,51,103,50.5,25.5
20.5,210,37,51,103,50.8,25.5
20.5,213,37,52,104,51.1,25.5
20.4,213,37,51,103,50.7,25.4
20.3,212,37,52,103,50.6,25.3
20.3,212,37,51,103,50.5,25.3
20.3,213,37,52,104,50.4,25.3
20.3,212,37,51,104,50.2,25.3
20.3,213,37,52,104,50,25.3
20.4,213,37,51,103,50.2,25.4
20.4,214,37,52,103,50.5,25.4
20.4,215,37,52,104,50.8,25.4
20.4,214,37,51,103,50.8,25.4
20.3,214,37,51,103,50.9,25.3
20.3,215,37,51,103,50.7,25.3
20.3,215,37,52,104,50.9,25.3
20.3,215,37,51,103,51.1,25.3
20.3,214,37,51,104,50.8,25.3
20.3,215,36,51,103,50.9,25.3
20.3,215,37,51,103,50.9,25.3
20.3,215,37,51,103,51.1,25.3
20.3,215,37,51,103,51.5,25.3
20.3,215,37,52,103,52.1,25.3
20.2,216,37,51,103,52.1,25.2
20.2,215,37,51,103,52.1,25.2
20.1,215,37,51,104,51.9,25.1
20.1,215,37,51,104,51.3,25.1
20.1,215,37,51,103,51.3,25.1
20.1,212,37,51,103,51,25.1
20.2,215,37,51,103,51,25.2
20.1,216,37,51,103,51.5,25.1
20.1,215,37,51,103,50.9,25.1
20.1,215,37,51,103,51.2,25.1
20.1,215,37,51,103,51.3,25.1
20.1,215,37,51,103,51.4,25.1
20.1,215,37,51,103,51,25.1
20.1,215,37,51,104,51.3,25.1
20.1,212,37,51,104,51.4,25.1
20,216,37,51,103,51,25
20,216,37,51,103,51.4,25
20,216,37,51,103,52.3,25
19.9,216,37,51,103,53.1,24.9
19.8,215,37,51,103,52.9,24.8
19.7,216,37,51,103,52.4,24.7
19.7,215,37,51,103,52.2,24.7
19.7,216,37,51,103,51.5,24.7
19.8,216,37,51,103,51.6,24.8
19.9,217,37,51,103,52,24.9
19.9,216,37,51,103,51.7,24.9
19.9,217,37,51,103,51.7,24.9
19.9,217,37,51,103,51.8,24.9
19.8,217,36,51,103,51.6,24.8
19.9,216,37,51,103,51.5,24.9
19.9,217,37,51,103,51.6,24.9
19.9,218,37,51,103,51.2,24.9
19.9,217,37,51,103,51.6,24.9
19.8,218,37,51,103,51.3,24.8
19.9,217,37,51,103,51.2,24.9
19.9,216,37,51,103,51.2,24.9
19.9,218,37,51,103,51.5,24.9
19.9,218,37,51,103,51.3,24.9
19.8,217,37,51,103,51.2,24.8
19.8,218,37,51,103,51.4,24.8
19.8,217,36,51,103,51.2,24.8
19.8,218,37,51,103,51.2,24.8
19.8,216,37,51,103,51.3,24.8
19.8,216,36,51,103,51.6,24.8
19.8,218,37,51,103,51.6,24.8
19.8,218,36,51,103,51.7,24.8
19.8,217,36,51,103,51.7,24.8
19.8,218,36,51,103,51.4,24.8
19.8,218,36,51,103,51.5,24.8
19.8,218,36,51,103,51.6,24.8
19.7,218,36,51,103,51.8,24.7
19.7,218,36,51,103,51.3,24.7
19.7,219,37,51,103,51.7,24.7
19.7,218,36,51,103,51.8,24.7
19.6,218,36,51,103,51.6,24.6
19.6,219,36,51,103,51.4,24.6
19.6,219,36,51,103,51.7,24.6
19.7,219,36,51,103,51.8,24.7
19.6,218,36,51,103,51.9,24.6
19.6,218,36,51,103,51.9,24.6
19.6,220,36,51,103,52,24.6
19.6,222,37,51,103,51.9,24.6
19.6,223,36,51,103,51.7,24.6
19.5,218,37,51,103,52.1,24.5
19.5,222,36,51,103,51.7,24.5
19.6,220,36,51,103,51.7,24.6
19.6,223,36,51,103,52,24.6
19.6,223,36,51,103,52.1,24.6
19.6,223,36,51,103,51.9,24.6
19.6,221,36,51,103,52.2,24.6
19.6,223,36,51,103,52.5,24.6
19.6,223,36,51,103,52.3,24.6
19.6,223,36,51,103,52,24.6
19.6,224,36,51,103,52,24.6
19.6,221,36,51,103,51.9,24.6
19.6,224,36,51,103,51.9,24.6
19.6,222,36,51,103,51.7,24.6
19.7,224,36,51,103,52,24.7
19.6,224,36,51,103,52,24.6
19.6,224,36,51,103,52.1,24.6
19.6,223,36,51,103,52.1,24.6
19.6,224,36,51,103,51.9,24.6
19.6,224,36,51,103,52.1,24.6
19.6,224,36,51,103,52.2,24.6
19.6,226,36,51,103,52.3,24.6
19.6,224,36,51,103,52.1,24.6
19.6,225,36,51,103,52.1,24.6
19.6,225,36,51,103,52.5,24.6
19.7,225,36,51,103,52.6,24.7
19.7,226,36,51,103,53,24.7
19.7,225,36,51,103,53.3,24.7
19.7,226,36,51,103,52.8,24.7
19.7,227,36,51,103,52.9,24.7
19.7,226,36,51,103,52.8,24.7
19.7,226,36,51,103,53.2,24.7
19.7,226,36,51,102,52.7,24.7
19.7,225,36,51,103,52.7,24.7
19.7,226,36,51,103,52.7,24.7
19.8,224,36,51,103,52.6,24.8
19.8,226,36,51,103,52.4,24.8
19.8,226,36,51,103,52.5,24.8
19.8,224,36,51,103,52.6,24.8
19.9,227,36,51,103,52.7,24.9
19.9,227,36,51,103,53.2,24.9
19.8,227,36,51,103,53.3,24.8
19.8,227,36,51,103,53.4,24.8
19.8,227,36,51,103,53.5,24.8
19.8,227,36,51,103,54.3,24.8
19.8,222,36,51,103,54.3,24.8
19.8,227,36,51,103,54.6,24.8
19.8,227,36,51,102,54.1,24.8
19.8,228,36,51,103,53.8,24.8
19.9,227,36,51,103,53.9,24.9
19.9,227,36,51,102,54.3,24.9
19.9,227,36,51,103,53.6,24.9
20,228,36,51,103,53.5,25
20,224,36,51,103,53.3,25
20.1,228,36,51,103,53.1,25.1
20.1,221,36,51,103,53.1,25.1
20.2,227,36,51,103,53.1,25.2
20.3,228,36,51,103,53.1,25.3
20.3,228,36,51,103,52.6,25.3
20.3,228,36,51,103,52.8,25.3
20.3,227,36,51,103,52.5,25.3
20.4,227,36,51,103,52.3,25.4
20.4,228,36,51,103,52.5,25.4
20.4,228,36,51,103,51.7,25.4
20.4,228,36,51,103,51.6,25.4
20.4,227,36,51,103,51.5,25.4
20.4,227,36,51,103,51.3,25.4
20.5,227,36,51,103,51,25.5
20.5,227,36,51,103,51,25.5
20.6,227,36,51,103,51.1,25.6
20.6,227,36,51,103,50.8,25.6
20.6,227,36,51,103,51.2,25.6
20.6,227,36,51,103,51.1,25.6
20.6,227,36,51,102,51.1,25.6
20.6,226,36,51,103,51,25.6
20.6,226,36,51,103,50.8,25.6
20.6,227,36,51,103,50.8,25.6
20.7,226,36,51,103,51.2,25.7
20.7,226,36,51,102,51,25.7
20.7,227,36,51,103,51.5,25.7
20.6,226,36,51,103,51,25.6
20.6,226,36,51,103,51.4,25.6
20.6,226,36,51,103,51.4,25.6
20.6,226,36,51,103,51,25.6
20.6,226,36,51,103,51.3,25.6
20.7,226,36,51,103,51.2,25.7
20.7,224,36,51,103,51.5,25.7
20.7,225,36,51,103,51.5,25.7
20.7,225,36,51,103,51.5,25.7
20.7,225,36,51,103,51.2,25.7
20.7,224,36,51,103,51.4,25.7
20.7,221,36,51,103,51.2,25.7
20.7,225,36,51,103,50.8,25.7
20.8,224,36,51,103,51.1,25.8
20.8,224,36,51,103,50.8,25.8
20.8,225,36,51,103,51,25.8
20.8,224,36,51,103,50.5,25.8
20.8,226,36,51,103,50.9,25.8
20.8,224,36,51,103,50.7,25.8
20.8,224,36,51,103,50.7,25.8
20.8,224,36,51,103,50.5,25.8
20.8,224,36,51,103,50.5,25.8
20.8,224,36,51,103,50.5,25.8
20.9,224,36,51,103,50.3,25.9
20.9,224,36,51,102,50.7,25.9
20.9,224,36,51,103,50.7,25.9
20.8,224,36,51,103,50.4,25.8
20.8,224,36,51,103,50.7,25.8
20.8,224,36,51,103,50.9,25.8
20.9,224,37,51,103,50.2,25.9
20.9,224,36,51,103,50.6,25.9
20.9,224,36,51,103,50.4,25.9
20.9,224,36,51,103,50.3,25.9
20.9,224,36,51,103,50.3,25.9
20.9,224,36,51,103,50.4,25.9
20.9,224,36,51,103,50.4,25.9
20.9,224,36,51,103,49.7,25.9
21,224,36,51,103,49.4,26
21,224,36,51,103,49.7,26
21,224,36,51,103,50,26
21,219,36,51,103,49.6,26
21,224,36,51,103,49.7,26
21,223,36,51,103,50.2,26
21,224,36,51,103,50.3,26
21,223,36,51,103,49.9,26
21,224,36,51,103,49.8,26
20.9,224,36,51,103,50.7,25.9
20.9,222,36,51,103,50.4,25.9
20.9,224,36,51,103,50.5,25.9
20.8,223,36,51,103,50,25.8
20.8,223,36,51,102,50.3,25.8
20.8,224,36,51,103,50.5,25.8
20.8,223,36,51,103,50,25.8
20.8,223,36,51,103,50.7,25.8
20.8,224,36,51,103,50.9,25.8
20.8,224,36,51,103,50,25.8
20.8,224,36,51,103,50.3,25.8
20.8,223,36,51,103,50.8,25.8
20.8,224,36,51,103,51,25.8
20.7,224,36,51,103,51.2,25.7
20.7,223,36,51,103,51.5,25.7
20.5,224,36,51,103,51.4,25.5
20.5,224,36,51,103,50.8,25.5
20.5,224,37,51,103,50.3,25.5
20.5,223,36,51,103,51.2,25.5
20.5,223,36,51,103,51.4,25.5
20.5,223,36,51,103,50.7,25.5
20.5,223,36,51,103,50.8,25.5
20.5,224,36,51,103,51.1,25.5
20.5,224,36,51,103,51.2,25.5
20.5,224,36,51,103,51.4,25.5
20.4,224,36,51,103,52.1,25.4
20.4,224,36,51,103,51.8,25.4
20.3,223,36,51,103,51.8,25.3
20.3,220,36,51,103,52.1,25.3
20.2,224,36,51,103,51.7,25.2
20.2,223,36,51,103,51.8,25.2
20.1,223,36,51,103,51.3,25.1
20.2,223,36,51,103,51,25.2
20.3,223,36,51,103,51.2,25.3
20.3,223,36,51,103,51.4,25.3
20.2,224,36,51,103,52.6,25.2
20.1,224,36,51,103,51.9,25.1
20,224,36,51,103,50.8,25
20,224,36,51,103,51.9,25
20,224,36,51,103,51.6,25
19.9,224,36,51,103,51.3,24.9
19.8,224,36,51,103,51,24.8
19.8,224,36,51,103,50.5,24.8
19.8,224,36,51,103,51.6,24.8
19.8,225,36,51,103,50.6,24.8
19.8,224,37,51,103,51.9,24.8
19.8,225,36,51,103,54.4,24.8
19.7,225,36,51,103,52.6,24.7
19.7,226,36,51,103,51.6,24.7
19.7,226,36,51,103,51.2,24.7
19.7,225,36,51,103,51.3,24.7
19.7,225,36,51,103,53,24.7
19.7,226,36,51,103,55.1,24.7
19.6,225,36,51,103,56,24.6
19.6,224,36,51,103,55.2,24.6
19.5,226,36,51,103,54.7,24.5
19.5,226,36,51,103,53.8,24.5
19.5,227,36,51,103,53,24.5
19.5,227,36,51,102,52.8,24.5
19.6,225,36,51,103,52.7,24.6
19.6,226,36,51,103,52.4,24.6
19.6,226,36,51,103,51.8,24.6
19.6,227,36,51,103,51.1,24.6
19.7,227,36,51,103,51.3,24.7
19.8,226,36,51,103,51.4,24.8
19.8,226,36,51,103,50.8,24.8
19.9,226,36,51,103,50.4,24.9
19.9,227,36,51,103,51.1,24.9
20,226,36,51,103,51.4,25
20,227,36,51,102,51.6,25
19.9,225,36,51,103,51,24.9
20,225,36,51,103,51.6,25
20.1,224,36,51,103,51.5,25.1
20.3,227,36,51,103,50.5,25.3
20.5,227,36,51,103,50.6,25.5
20.6,225,36,51,103,49.7,25.6
20.8,226,36,51,102,49.8,25.8
20.8,226,36,51,102,49.8,25.8
20.9,226,36,51,103,49.5,25.9
21,220,36,51,102,49.3,26
21,226,36,51,103,49.1,26
21.1,226,36,51,103,48.8,26.1
21.2,226,36,51,102,49.3,26.2
21.1,227,36,51,103,48.7,26.1
21.2,224,36,51,103,49.1,26.2
21.2,227,36,51,103,49.1,26.2
21.2,224,36,51,103,48.6,26.2
21.2,227,36,51,102,48.5,26.2
21.3,226,36,51,103,48.3,26.3
21.2,225,36,51,102,48.7,26.2
21.2,227,36,51,103,48.8,26.2
21.2,225,36,51,102,49.1,26.2
21.2,224,36,51,102,48.9,26.2
21.2,226,36,51,102,48.7,26.2
21.2,221,36,51,102,48.6,26.2
21.3,226,36,51,102,48.2,26.3
21.3,225,36,51,102,48.2,26.3
21.4,225,36,51,102,48.3,26.4
21.5,225,36,51,103,48.4,26.5
21.7,225,36,51,102,48.5,26.7
21.8,224,36,51,102,48.6,26.8
21.8,224,36,51,102,48.5,26.8
21.8,224,36,51,102,48.5,26.8
21.9,224,36,51,103,48.4,26.9
21.8,223,36,51,102,48.5,26.8
21.8,223,36,51,103,48.8,26.8
21.8,221,36,51,102,48.9,26.8
21.8,221,36,51,102,48.8,26.8
21.7,222,36,51,102,49,26.7
21.7,221,36,51,102,49,26.7
21.7,221,36,51,103,49.3,26.7
21.6,221,36,51,103,49.5,26.6
21.6,220,36,51,102,49.7,26.6
21.6,220,36,51,102,50,26.6
21.7,219,36,51,102,50.1,26.7
21.6,221,36,51,103,50.4,26.6
21.7,221,36,51,102,50.3,26.7
21.7,221,36,51,102,50.2,26.7
21.7,220,36,51,102,50.2,26.7
21.7,220,36,51,102,50.1,26.7
21.7,219,36,51,103,50.4,26.7
21.6,220,36,51,102,50.6,26.6
21.6,220,36,51,102,50.8,26.6
21.6,219,36,51,102,50.8,26.6
21.5,220,36,51,102,50.9,26.5
21.5,219,36,51,102,51.2,26.5
21.5,221,36,51,102,51.3,26.5
21.4,219,36,51,102,51.2,26.4
21.5,219,36,51,102,50.9,26.5
21.6,219,36,51,102,51.3,26.6
21.5,215,36,51,102,51.4,26.5
21.5,215,36,51,103,51.5,26.5
21.5,215,36,51,102,51.7,26.5
21.6,214,36,51,103,51.7,26.6
21.6,215,36,51,103,52,26.6
21.5,215,36,51,102,52,26.5
21.4,214,36,51,102,52.1,26.4
21.4,215,36,51,102,52,26.4
21.5,214,36,51,102,52.1,26.5
21.5,215,36,51,102,52.2,26.5
21.4,215,36,51,102,52.4,26.4
21.4,214,36,51,103,52.4,26.4
21.4,215,36,51,102,52.6,26.4
21.4,214,36,51,102,52.6,26.4
21.4,215,36,51,103,52.8,26.4
21.3,211,36,51,102,53,26.3
21.4,214,36,51,103,52.8,26.4
21.4,214,36,51,102,52.7,26.4
21.4,209,36,51,102,53,26.4
21.4,215,36,51,103,52.9,26.4
21.5,215,36,51,102,52.9,26.5
21.4,216,36,51,102,53.3,26.4
21.4,214,36,51,102,53,26.4
21.4,214,36,51,102,53.1,26.4
21.4,214,36,51,102,53.3,26.4
21.4,214,36,51,102,53.6,26.4
21.4,214,36,51,102,53.1,26.4
21.4,212,36,51,102,53.3,26.4
21.4,214,36,51,102,53.6,26.4
21.4,214,36,51,102,53.5,26.4
21.3,214,36,51,103,53.8,26.3
21.3,214,36,51,102,53.7,26.3
21.3,215,36,51,102,54,26.3
21.4,214,36,51,102,54,26.4
21.4,214,36,51,102,53.9,26.4
21.5,213,36,51,102,53.7,26.5
21.6,214,36,51,103,53.7,26.6
21.5,211,36,51,102,53.7,26.5
21.4,214,36,51,103,53.7,26.4
21.4,214,36,51,102,53.9,26.4
21.3,211,36,51,102,54.2,26.3
21.3,215,36,51,103,54.3,26.3
21.2,214,36,51,102,54.7,26.2
21.2,214,36,51,103,55,26.2
21.1,215,36,51,102,54.5,26.1
21.1,214,36,51,103,55,26.1
21,215,36,51,103,55.1,26
21,216,36,51,103,55.2,26
21,214,36,51,103,55.2,26
21.1,215,36,51,103,55.1,26.1
21.1,215,36,51,102,55.2,26.1
21.1,216,36,51,102,55,26.1
21.1,216,36,51,103,55.2,26.1
21.2,215,36,51,103,55,26.2
21.3,217,36,51,102,54.8,26.3
21.3,216,36,51,103,54.6,26.3
21.3,215,36,51,103,54.5,26.3
21.3,217,36,51,103,54.6,26.3
21.2,217,36,51,103,54.9,26.2
21.2,216,36,51,103,54.7,26.2
21.2,216,36,51,103,54.9,26.2
21.2,216,36,51,103,54.8,26.2
21.2,216,36,51,103,54.8,26.2
21.2,216,36,51,102,54.7,26.2
21.2,216,36,51,103,54.7,26.2
21.1,215,36,51,103,54.9,26.1
21.1,219,36,51,102,54.8,26.1
21.1,214,36,51,103,55.2,26.1
21.1,216,36,51,102,55.2,26.1
21,219,36,51,103,55.2,26
21,219,36,51,103,55.4,26
21,218,36,51,103,55.2,26
21,218,36,51,102,55.2,26
21,211,36,51,103,54.8,26
21,218,36,51,103,55,26
21.1,219,36,51,102,54.5,26.1
21.2,218,36,51,103,54.7,26.2
21.2,218,36,51,103,54.2,26.2
21.2,219,36,51,103,54.4,26.2
21.2,218,36,51,103,54.1,26.2
21.2,218,36,51,103,54.5,26.2
21.1,219,36,51,103,54.3,26.1
21.1,218,36,51,103,54.5,26.1
21.1,218,36,51,102,54.3,26.1
21.1,219,36,51,102,54.5,26.1
21,220,36,51,103,55,26
21.1,219,36,51,102,53.4,26.1
21.3,218,36,51,102,53.5,26.3
21.3,218,36,51,102,53.6,26.3
21.3,220,36,51,102,53.5,26.3
21.1,219,36,51,102,53.7,26.1
21.1,220,36,51,102,54.2,26.1
21,218,36,51,102,54.2,26
21,219,36,51,102,52.9,26
21,220,36,51,103,53.4,26
21,219,36,51,103,52.9,26
21,219,36,51,102,52.9,26
20.9,219,36,51,103,53,25.9
20.9,219,36,51,102,53.4,25.9
20.9,219,36,51,103,52.4,25.9
20.9,218,36,51,102,52.4,25.9
20.9,219,36,51,102,52.8,25.9
20.8,219,36,51,103,52.6,25.8
20.8,219,36,51,102,52.4,25.8
20.8,218,36,51,102,52.4,25.8
20.8,220,36,51,102,52.1,25.8
21,219,36,51,102,51.7,26
21,219,36,51,102,51.4,26
21,218,36,51,103,51.1,26
21,218,36,51,102,51.3,26
21,220,36,51,102,51.1,26
21,220,36,51,102,51.1,26
21,220,36,51,102,51,26
21,218,36,51,102,50.9,26
21,218,36,51,102,50.8,26
21,218,36,51,102,51,26
21,219,36,51,102,50.6,26
21,219,36,51,102,50.5,26
21.1,216,36,51,102,50.6,26.1
21.1,219,36,51,102,50.8,26.1
21,219,36,51,102,51,26
20.9,219,36,51,102,50.7,25.9
20.9,220,36,51,102,50.7,25.9
20.9,219,36,51,102,50.4,25.9
21,220,36,51,102,50.1,26
21,218,36,51,102,50.2,26
21,220,36,51,103,50.6,26
20.9,219,36,51,102,50.5,25.9
20.8,219,36,51,102,50.7,25.8
20.8,219,36,51,102,50.7,25.8
20.9,219,36,51,102,50.9,25.9
20.8,219,36,51,102,50.9,25.8
20.8,220,36,51,102,50.7,25.8
20.8,219,36,51,102,50.8,25.8
20.7,219,36,51,102,50.6,25.7
20.8,218,36,51,102,50.5,25.8
20.8,220,36,51,102,50.5,25.8
20.8,219,36,51,102,50.6,25.8
20.7,220,36,51,102,50.7,25.7
20.5,218,36,51,103,50.8,25.5
20.5,218,36,51,102,50.8,25.5
20.5,219,36,51,102,50.6,25.5
20.5,220,36,51,102,51,25.5
20.5,220,36,51,102,51.1,25.5
20.4,220,36,51,102,51.4,25.4
20.4,219,36,51,102,51.2,25.4
20.4,214,36,51,102,51,25.4
20.5,220,36,51,102,51.1,25.5
20.5,220,36,51,102,50.8,25.5
20.5,220,36,51,102,51.2,25.5
20.4,220,36,51,102,51.2,25.4
20.3,218,36,51,102,51.6,25.3
20.3,219,36,51,102,51.5,25.3
20.3,220,36,51,102,51.3,25.3
20.3,220,36,51,102,50.8,25.3
20.4,220,36,51,102,51.1,25.4
20.3,220,36,51,102,51.1,25.3
20.4,220,36,51,102,50.8,25.4
20.4,217,36,51,102,50.9,25.4
20.3,220,36,51,102,51.3,25.3
20.3,219,36,51,102,50.5,25.3
20.5,220,36,51,102,49.9,25.5
20.5,220,36,51,102,50.1,25.5
20.5,219,36,51,102,50.3,25.5
20.5,220,36,51,102,50.5,25.5
20.4,220,36,51,102,50.3,25.4
20.4,219,36,51,102,50,25.4
20.5,220,36,51,102,49.6,25.5
20.6,220,36,51,102,49.3,25.6
20.6,220,36,51,102,49.3,25.6
20.7,218,36,51,102,49.4,25.7
20.6,220,36,51,102,49.4,25.6
20.6,220,36,51,102,49.5,25.6
20.6,220,36,51,102,49.3,25.6
20.6,219,36,51,102,49.3,25.6
20.5,220,36,51,102,49.3,25.5
20.5,220,36,51,102,49.2,25.5
20.4,220,36,51,102,49.6,25.4
20.4,220,36,51,102,49.4,25.4
20.4,220,36,51,102,49,25.4
20.5,219,36,51,102,48.6,25.5
20.5,219,36,51,102,48.7,25.5
20.6,219,36,51,102,48.3,25.6
20.5,218,36,51,102,48.5,25.5
20.5,216,36,51,102,48.3,25.5
20.5,218,36,51,102,48.1,25.5
20.5,217,36,51,102,48.2,25.5
20.5,217,36,51,102,48.5,25.5
20.4,217,36,51,102,48.9,25.4
20.3,218,36,51,101,49.2,25.3
20.2,217,36,51,102,49,25.2
20.1,218,36,51,102,49.1,25.1
20.1,217,36,51,102,49.2,25.1
20,217,36,51,102,48.7,25
20.1,218,36,51,101,48.9,25.1
20.1,218,36,51,102,49.5,25.1
20,217,36,51,102,48.9,25
20,217,36,51,102,49.3,25
20,217,36,51,102,49.3,25
19.9,217,36,51,102,49.3,24.9
19.9,218,36,51,102,49.1,24.9
20,218,36,51,102,49,25
20,218,36,51,102,49.2,25
20,218,36,51,102,49,25
20,218,36,51,102,49.4,25
19.9,218,36,51,102,48.8,24.9
20,218,36,51,102,48.8,25
20,217,36,51,102,48.6,25
20,218,36,51,102,48.8,25
20,218,36,51,102,48.8,25
20,218,36,51,102,48.6,25
20.1,216,36,51,102,48.7,25.1
20.1,215,36,50,102,48.1,25.1
20.2,218,36,51,102,47.9,25.2
20.2,218,36,51,102,48.3,25.2
20.2,219,36,51,102,48.8,25.2
20.1,218,36,51,102,48.2,25.1
20.1,216,36,51,102,48.6,25.1
20.1,218,36,51,102,48.1,25.1
20.1,218,36,51,102,48.3,25.1
20,218,36,51,102,48.3,25
20,219,36,51,101,48.3,25
20.1,219,36,50,101,48,25.1
20.2,219,36,50,101,47.4,25.2
20.3,219,36,50,101,47.3,25.3
20.3,219,36,50,102,47.4,25.3
20.3,218,36,51,102,47.4,25.3
20.3,218,36,51,101,47.5,25.3
20.2,217,36,50,102,47.6,25.2
20.2,218,36,51,102,47.7,25.2
20.1,216,36,50,101,48,25.1
20,219,36,51,102,47.9,25
20,219,36,51,102,48,25
19.9,219,36,51,102,47.9,24.9
19.9,218,36,50,102,48.1,24.9
19.6,221,36,51,102,48.8,24.6
19.6,213,36,51,102,48.6,24.6
19.6,219,36,51,102,48.7,24.6
19.8,219,36,50,102,47.8,24.8
19.8,219,36,50,101,47.8,24.8
20,220,36,51,102,47.6,25
20,219,36,50,102,47.5,25
20,219,36,51,102,47.2,25
20.1,220,36,50,102,47.1,25.1
